Proposition,Nom d&apos;auteur,Âge,Département,Nb de votes,% pour,% contre,% neutre,theme,cluster_id
Il faut rendre les bouteilles en verre obligatoires et les consigner. Mettre des consignes pour les bouteilles plastique (fait en Allemagne),Pascale,56.0,,294,0.876,0.025,0.099,Waste Reduction and Recycling,18
Il faut verdir les communes et les enceintes publiques en pensant durable avec des matériaux locaux et des essences locales et adaptées.,Gwenaëlle,22.0,,294,0.892,0.018,0.089,Urban Planning and Green Spaces,16
"Il faut mettre sur le marché très peu d&apos;emballages, et qu&apos;ils soient recyclables",Joelle,70.0,4.0,293,0.909,0.015,0.076,Waste Reduction and Recycling,18
"Il faut revoir la conception des parcs urbains en y intégrant massivement des dispositifs pro-diversité : endroits non fauchés, points d&apos;eau",Céline,29.0,69.0,282,0.895,0.037,0.068,Urban Planning and Green Spaces,16
Il faut planter des haies pour la régulation des écosystèmes,Marion,24.0,,295,0.91,0.038,0.052,Biomass and Forest Management,2
"Il faut rendre clairement visible la provenance de la viande (boeuf, porc, poulet etc) et les conditions d&apos;élevage dans les plats préparés",Géraldine,35.0,,304,0.912,0.014,0.073,Animal Welfare,0
"Il faut reconstituer le lien entre nature et humain dès l&apos;école, faire sortir les classes primaires, les faire manipuler et expérimenter.",Blandine,47.0,5.0,296,0.93,0.021,0.048,Citizen Engagement and Education,3
Il faut planter des arbres dans les villes pour créer un maillage végétal et donc supprimer du béton.,Catherine,73.0,33.0,304,0.922,0.024,0.054,Urban Planning and Green Spaces,16
Il faut protéger les abeilles en fleurissant nos espaces verts et en favorisant la production vertueuse de miel.,Emmanuelle,56.0,,300,0.931,0.011,0.058,Insect Protection,10
"Il faut végétaliser les cours de récrés de nos enfants pour remettre du lien avec la nature : herbe, arbres, arbustes, fleurs, etc.",Clémentine,36.0,78.0,294,0.896,0.059,0.045,Urban Planning and Green Spaces,16
"Il faut interdire les produits avec trop emballage, ex surimi qui a 1 boite en plastique hermétique, 1 sachet par 3 avec 1 sachet individuel",Amélie,41.0,,296,0.895,0.033,0.072,Waste Reduction and Recycling,18
Il faut agir rapidement pour lutter contre la surpêche et ses effets dévastateurs sur la biodiversité des océans,zineb,,,278,0.878,0.053,0.069,Conservation of Biodiversity,5
Il faut contraindre d&apos;avantage les zones industrielles et commerciales à limiter leur emprise au sol et à végétaliser,Sophie,42.0,94.0,296,0.893,0.038,0.068,Urban Planning and Green Spaces,16
Il faut reconstituer les hais dans les champs .,jean claude,,,297,0.907,0.028,0.065,Waste Reduction and Recycling,18
"Il faut ré-implanter massivement le système de consignes. Pour le verre, les bouteilles en plastiques (en ville, bord de mer, aires repos..)",Anne-Laure,31.0,,296,0.882,0.026,0.092,Waste Reduction and Recycling,18
Il faut obliger à laisser des espaces végétalisés lors des constructions d&apos;immeuble et grosses structures,Cindy,47.0,34.0,296,0.934,0.025,0.041,Urban Planning and Green Spaces,16
"Il faut diminuer la pollution lumineuse en formant et sensibilisant élus, personnel des collectivités, entreprises et citoyens.",Dominique,,,622,0.932,0.023,0.045,Environmental Protection,8
"Il faut beaucoup plus sensibiliser les élèves de collèges et de lycée, et même de primaire à la protection de la nature, son importance.",Juliette,20.0,12.0,292,0.926,0.039,0.035,Citizen Engagement and Education,3
La préservation de l&apos;eau préserve la biodiversité. Il faut que toutes les stations d&apos;épuration deviennent conformes en matière de rejet.,Sophie,42.0,94.0,246,0.924,0.005,0.07,Water Conservation,19
Il faut éteindre complètement les enseignes la nuit sur un créneau horaire (exemple : de 2h à 6h du matin),Laura,,,295,0.923,0.045,0.032,Citizen Engagement and Education,3
Il faut éviter la bétonisation à outrance et prioriser la rénovation des bâtis existants,milene,,,296,0.9,0.045,0.055,Urban Planning and Green Spaces,16
Il faut enlever les décharges en front de mer susceptibles de se déverser dans les mers et océans,Estelle,56.0,75.0,300,0.935,0.014,0.051,Waste Reduction and Recycling,18
"Il faut pousser les villes à se re-végétaliser, laisser de la terre et espaces verts, et éviter de tout bétonner.",Katelle,24.0,,300,0.921,0.038,0.041,Urban Planning and Green Spaces,16
Il faut verbaliser les gens qui jettent des déchets dans la nature en mettant en application la loi existante.,Fondation de la Mer,,,327,0.934,0.036,0.03,Waste Reduction and Recycling,18
"Il faut un court service civique, à destination des jeunes, pour les inciter à mieux respecter la biodiversité dans leurs comportements.",Le Pôle Grands Prédateurs,,,898,0.837,0.084,0.079,Citizen Engagement and Education,3
Il faut apprendre aux enfants dès l&apos;école que les insectes ont un rôle très important à la préservation de l&apos;environnement,E,27.0,,298,0.951,0.008,0.041,Insect Protection,10
Il faut planter des haies pour accueillir plus de biodiversité et limiter l&apos;érosion des sols,Cel,46.0,50.0,277,0.897,0.059,0.044,Conservation of Biodiversity,5
Il faut prendre conscience de l&apos;importance des insectes à la base des chaînes alimentaires et donc limiter drastiquement les pesticides,Barnabidule,48.0,,293,0.889,0.083,0.028,Insect Protection,10
"Il faut interdire le chalutage de fond, qui détruit les fonds marins et rafle tout, sans distinction d&apos;âge ou d&apos;espèce.",Adrien,37.0,,295,0.871,0.053,0.075,Environmental Protection,8
Il faut limiter la bétonnisation ou goudronisation des sols urbains en fixant par la loi un quota de zones terreuses végétalisées /arborées,Marc,69.0,26.0,296,0.897,0.021,0.082,Urban Planning and Green Spaces,16
Il faut bannir les épandages de produits chimiques qui tuent nos abeilles.,Louis,,,298,0.869,0.066,0.065,Insect Protection,10
Il faut que les élus aient une obligation de transparence sur la dégradation de la biodiversité.,Catherine,42.0,,246,0.904,0.042,0.054,Conservation of Biodiversity,5
Il faut stopper l&apos;artificialisation des sols et créer plus de zones végétalisées en ville et plus de parcs et d&apos;arbres.,Caroline,52.0,,294,0.913,0.032,0.055,Urban Planning and Green Spaces,16
"Il faut remettre ou créer des points de verdures dans les cours d&apos;école,les enfants découvriront des insectes,oiseaux, invertébrés,...",bibi,50.0,,298,0.917,0.038,0.045,Insect Protection,10
"Il faut arrêter de goudronner à outrance des cours, parking d&apos;immeubles, d&apos;écoles et laisser des espaces de terre.",Lau,,,300,0.898,0.034,0.067,Urban Planning and Green Spaces,16
Il faut replanter les haies dans les champs.,Jean,40.0,75.0,296,0.902,0.055,0.043,Biomass and Forest Management,2
Il faut ré-habituer les consommateurs à la diversité de l&apos;aspect des fruits et légumes pour éviter le gaspillage alimentaire à la source,Mélanie,44.0,31.0,298,0.901,0.004,0.095,Sustainable Agriculture,14
"Il faut reconstituer le réseau de haies pour freiner la circulation de l&apos;eau, des vents, limiter l&apos;érosion, protéger et abriter faune&flore",Jan,71.0,,288,0.908,0.07,0.022,Environmental Protection,8
Il faut interdire les coupes rases et totales des forêts de plus d&apos;un hectare et revenir à des plans d&apos;entretiens raisonnables.,Marie,62.0,71.0,295,0.886,0.069,0.045,Biomass and Forest Management,2
Il faut limiter les constructions mais plutôt réhabiliter l&apos;existant pour ne plus empiéter sur les espaces naturels,nadine,60.0,35.0,294,0.903,0.049,0.049,Urban Planning and Green Spaces,16
"Il faut arrêter de produire autant d’objets inutiles peu recyclés, et se remettre à réparer; en plus, ça crée de l’emploi non délocalisable!",Camille,45.0,,292,0.947,0.015,0.039,Waste Reduction and Recycling,18
Il faut pénaliser dans nos accords commerciaux les pays ne respectant pas leurs engagements climat/biodiversité pris lors des COP,Guillaume,,,282,0.881,0.029,0.09,Climate Change Mitigation,4
Il faut arrêter les rejets d’eaux grises dans les fleuves et tous les rejets divers (chimiques…) qui polluent,Colette,69.0,,284,0.908,0.04,0.052,Water Conservation,19
Il faut intégrer dans les programmes scolaires ou activités extra-scolaires l&apos;apprentissage de notre environnement proche (faune et flore),Aline,,,308,0.911,0.024,0.066,Environmental Protection,8
Il faut planter des arbres sur toutes les grandes places publiques qui sont bétonnées afin d&apos;apporter ombre et fraîcheur aux piétons.,Tatiana,62.0,,297,0.904,0.031,0.065,Environmental Protection,8
Il faut sensibiliser les enfants dès l&apos;école à la découverte de la faune et flore puis l&apos;enrichir à travers des balades dans parcs et forêts,Estelle,56.0,75.0,294,0.903,0.038,0.059,Citizen Engagement and Education,3
Il faut taxer les produits qui viennent de loin et/ou qui ne respectent pas nos normes environnementales,Florence,46.0,13.0,303,0.902,0.044,0.054,Environmental Protection,8
"Il faut permettre aux oiseaux de nicher en conservant des ouvertures dans les clochers, les granges, les arbres creux, morts, etc.",Sophie,59.0,,304,0.916,0.027,0.057,Conservation of Biodiversity,5
Il faut installer des abris pour les chauves-souris dans les villes. Elles luttent efficacement contre l&apos;invasion des moustiques.,Blandine,47.0,,306,0.874,0.025,0.1,Insect Protection,10
Il faut protéger les zones humides,valou,59.0,,310,0.91,0.044,0.046,Conservation of Biodiversity,5
Il faut restaurer davantage de milieux naturels et de zones humides,Tatiana,27.0,,292,0.899,0.063,0.039,Ecosystem Restoration,6
Il faut faire évoluer les stations d&apos;épuration pour qu&apos;elles filtrent mieux les microplastiques et les contaminations dûes aux médicaments,Magalie,40.0,,298,0.897,0.021,0.081,Environmental Protection,8
Il faut continuer à soutenir la recherche sur la biodiversité marine et les sciences océaniques pour mieux comprendre et protéger les océans,AXA,,,262,0.929,0.024,0.047,Conservation of Biodiversity,5
"Il faut orienter les aides agricoles en faveur des petits agriculteurs bio qui entretiennent l’écosystème naturel : terre, haies, etc. ",Anne,53.0,78.0,308,0.878,0.076,0.047,Environmental Protection,8
"Il faut faire comprendre aux gens, et surtout dès leur plus jeune âge, comme la protection de l&apos;environnement est capitale à leur survie.",Josiane,73.0,,292,0.902,0.039,0.059,Citizen Engagement and Education,3
"Il faut baisser les taxes sur les produits Français biologiques pour les rendre accessibles à tous, au même prix que les autres",Annabelle,44.0,,293,0.882,0.025,0.093,Sustainable Agriculture,14
Il faut favoriser la rénovation de logements anciens pour limiter l&apos;expansion et la dénaturation des campagnes.,Jean,44.0,,294,0.882,0.038,0.079,Environmental Protection,8
"Il faut rapprocher l&apos;école de la nature. Faire des cours sur la biodiversité et la cohabitation, etc",hivernalAna,,,334,0.899,0.034,0.067,Conservation of Biodiversity,5
Il faut mobiliser les communes pour préserver la biodiversité notamment celle concernant les oiseaux et la petite faune en déclin.,Dominique,47.0,65.0,246,0.908,0.026,0.066,Conservation of Biodiversity,5
Il faut soutenir l&apos;agriculture paysanne qui préserve la biodiversité,chloé,24.0,973.0,290,0.896,0.032,0.071,Environmental Protection,8
"Il faut demander aux constructeurs de maisons de proposer systématiquement des récupérateurs d&apos;eau de pluie, ne serait-ce que pour les wc.",Murielle,46.0,56.0,290,0.9,0.025,0.075,Waste Reduction and Recycling,18
"Il faut réduire ses déchets (moins de suremballages, compost des déchets organiques, respect du tri) et arrêter les déchets en pleine nature",Estelle,56.0,75.0,296,0.941,0.021,0.038,Waste Reduction and Recycling,18
Il faut permettre le retour des insectes dans nos campagnes et mettant fin à l&apos;usage des pesticides chimiques.,Michel,53.0,39.0,326,0.873,0.078,0.049,Insect Protection,10
"Il faut apprendre la nature aux enfants: classe verte, jardinage, programmes scolaires (ex: apprendre à reconnaître arbres et insectes)",S,,,297,0.917,0.028,0.055,Citizen Engagement and Education,3
Il faut réduire l&apos;éclairage artificiel pour préserver la faune nocturne.,Nora,40.0,,684,0.894,0.041,0.065,Pesticide Reduction,11
"Il faut que la botanique soit à nouveau enseignée à l&apos;école (herbiers, etc.) et ne soit plus considérée comme une discipline ringarde",Serge,72.0,,296,0.85,0.035,0.115,Citizen Engagement and Education,3
Il faut accélérer la débétonnisation de ce qui n&apos;est pas utile en ville.,Céline,29.0,69.0,293,0.862,0.062,0.076,Urban Planning and Green Spaces,16
Il faut lancer un grand plan de sauvetage des abeilles et de l&apos;apiculture !,Jean,44.0,,296,0.856,0.038,0.106,Insect Protection,10
Il faut interdire le fait de jeter des fruits et légumes pour simple défaut d&apos;apparence ou de calibrage.,Edwige,23.0,62.0,296,0.897,0.055,0.048,Environmental Protection,8
Il faut développer une culture scientifique minimale au cours de la scolarité incitant à connaître et respecter l&apos;environnement.,Fran,70.0,61.0,293,0.896,0.035,0.069,Citizen Engagement and Education,3
Il faut agir pour faire cesser rapidement le braconnage des tortues marines à Mayotte qui est en train de les faire disparaître du lagon.,Eric,54.0,33.0,294,0.896,0.018,0.086,Conservation of Biodiversity,5
Il faut mieux repartir l’argent de la PAC. Un petit nombre de privilégiés touchent de l’argent qui devrait profiter à plus d’agriculteurs,Benoît,50.0,4.0,292,0.868,0.039,0.093,Sustainable Agriculture,14
Il faut remettre en place une agriculture régénératrice,Marie,44.0,,338,0.885,0.028,0.088,Sustainable Agriculture,14
"Il faut systématiser la protection des zones humides, notamment en forêt, privée comme publique, car toujours très riches en biodiversité.",JF,,,244,0.873,0.081,0.046,Conservation of Biodiversity,5
